"input_number","radius","time_getblocksnearby","time_doaggregate","time_batch_summarize","nrows_blocks","nrows_results_bysite","time_ejamit"
4637,9,21.362000000001,74.997000000003,0.174000000002707,24839409,4635,98.010000000002
25567,9,138.564999999999,415.300999999999,0.909999999999854,139842619,25555,527.867999999999
1882,1,5.8269999999975,3.48300000000017,0.0820000000021537,247386,1865,12.8909999999996
28098,3,101.365000000002,111.929,0.980999999999767,24485652,28073,214.226999999999
18105,11,108.460999999999,381.029999999999,0.639000000002852,132332920,18099,472.030999999999
3478,6,13.6619999999966,35.362000000001,0.134000000001834,9599878,3475,49.7289999999994
25817,13,172.128000000001,675.415000000001,0.933000000000902,246747450,25808,818.937000000002
19524,8,91.4300000000003,0,0,87608112,0,0
12784,9,62.237000000001,203.650000000001,0.461999999999534,68712910,12779,244.925999999999
28542,13,173.377999999997,740.75,0.977999999999156,274829840,28529,891.009999999998
20339,13,123.030999999999,0,0,196914460,0,0
10497,4,39.0650000000023,59.7139999999999,0.377000000000407,14643298,10489,100.338
25889,6,109.139999999999,237.134000000002,0.934000000001106,72075115,25876,345.704000000002
17250,6,70.9350000000013,0,0,47697317,0,0
11146,11,57.8489999999983,227.648000000001,0.538000000000466,82430674,11140,294.668999999998
26617,8,124.972999999998,0,0,118418918,0,0
1196,9,5.41100000000006,21.0299999999988,0.0610000000015134,6105848,1196,28.768
6835,3,22.9830000000002,28.7719999999972,0.251000000000204,5871111,6828,56.0930000000008
27078,2,94.2090000000026,76.3310000000019,0.935999999997875,11746461,27032,181.215
13467,9,73.5250000000015,0,0,72968257,0,0
5853,8,25.8769999999968,82.6670000000013,0.211999999999534,25748413,5851,108.271000000001
24480,6,103.325999999997,0,0,67590741,0,0
22162,14,150.274000000001,630.088,0.771999999997206,240260875,22154,751.829000000002
23549,9,114.199000000001,363.066999999999,0.804000000000087,125977813,23540,459.446
22264,12,128.631000000001,0,0,187697421,0,0
11305,15,72.3950000000004,341.287,0.395000000000437,135918125,11299,409.965
9535,12,51.1970000000001,220.478999999999,0.338999999999942,81265685,9533,261.128999999994
18872,11,101.959000000003,382.506999999998,0.663000000000466,141065815,18863,481.817999999999
1145,6,4.45100000000093,12.0219999999972,0.0580000000045402,3087477,1144,18.9429999999993
12567,2,40.5889999999999,33.1169999999984,0.438999999998487,5381593,12546,79.6860000000015
8341,13,53.1319999999978,215.841,0.297999999995227,79882341,8340,249.277999999998
5601,10,27.1600000000035,104.128999999994,0.199000000000524,35503569,5593,131.012000000002
23852,11,135.407999999996,493.913,0.861000000004424,178489303,23839,610.420999999995
26652,4,98.0400000000009,145.167999999998,0.953000000001339,37457855,26637,246.487000000001
18088,7,76.8070000000007,201.811000000002,0.650000000001455,64305518,18080,269.949000000001
6988,9,33.6290000000008,112.463000000003,0.243000000002212,37701802,6985,143.892999999996
2511,1,7.6820000000007,4.51200000000244,0.0999999999985448,321648,2486,16.2309999999998
23422,11,140.754999999997,498.999000000003,0.888999999995576,173993339,23411,601.195999999996
28741,5,112.202999999994,208.933000000005,0.975000000005821,59337947,28715,310.562000000005
29858,2,102.328000000001,79.1589999999997,1.17700000000332,12871490,29802,195.027000000002
1756,5,7.01499999999942,15.4409999999989,0.0790000000051805,3665656,1756,24.5239999999976
3141,14,22.0560000000041,101.764999999999,0.126000000003842,34424566,3141,117.898000000001
29451,7,134.572999999997,335.822999999997,1.03800000000047,104928579,29429,451.563999999998
11840,14,74.7379999999976,338.090000000004,0.417000000001281,129045165,11837,398.574000000001
13225,4,47.2920000000013,73.8170000000027,0.471999999994296,18693240,13218,122.195
17952,13,112.006000000001,0,0,173209232,0,0
21777,10,111.998999999996,387.692999999999,0.780999999995402,138752797,21774,502.75
27772,4,108.154000000002,153.68,1.13099999999395,39745200,27753,262.983999999997
4608,14,28.9830000000002,131.216999999997,0.175999999999476,49631742,4603,158.101999999999
27474,15,195.038,0,0,329306756,0,0
18717,11,105.561000000002,0,0,138955372,0,0
14581,4,54.3589999999967,83.262999999999,0.656000000002678,20558135,14572,137.125999999997
15959,4,59.3600000000006,90.2289999999994,0.554000000003725,22249007,15953,157.542000000001
26360,13,176.202999999994,692.877,0.936000000001513,253638559,26355,831.197
18621,1,61.8190000000031,29.2750000000015,0.651999999994587,2410241,18474,101.428999999996
21088,8,97.148000000001,284.350999999995,0.745999999999185,94348566,21081,385.678
28341,11,164.872000000003,600.421000000002,0.964999999996508,211107646,28326,735.243999999999
24201,2,83.8810000000012,0,0,10495021,0,0
27866,12,159.722999999998,660.288999999997,0.955999999998312,235401587,27857,820.093000000001
